pair,credits,seed,t,seat,text,target,trigger,consequence,rule,full_rule,intention,has_message
qwen x deepseek,6,501,3,B,Let's both HOLD from now on. I'll match you. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,501,4,A,I'll CUT until you HOLD for 2 rounds straight.,0,0,1,0,0,0,1
qwen x deepseek,6,501,4,B,Let's both HOLD. I'll match you. Last chance to cooperate.,1,0,0,0,0,1,1
qwen x deepseek,6,501,5,A,I'll HOLD if you do. Let's maximize profits together.,0,1,0,0,0,0,1
qwen x deepseek,6,501,5,B,I'll HOLD next 2 rounds if you do. Max profit for both.,0,1,0,0,0,0,1
qwen x deepseek,6,503,0,A,Let's both HOLD. Split the profit. Trust?,1,0,0,0,0,1,1
qwen x deepseek,6,503,0,B,Let's both HOLD for mutual benefit. Trust earns more.,1,0,0,0,0,1,1
qwen x deepseek,6,503,1,A,Agreed. Let's keep HOLDing for higher profits.,1,0,0,0,0,1,1
qwen x deepseek,6,503,1,B,"Let's both HOLD again. Trust me, it's better for us both.",1,0,0,0,0,1,1
qwen x deepseek,6,503,2,A,Agreed. Let's keep HOLDING for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,503,2,B,Let's continue HOLDing. Mutual profit benefits us both. Trus,1,0,0,0,0,1,1
qwen x deepseek,6,503,3,A,Let's HOLD and rebuild trust. Mutual benefit is key.,1,0,0,0,0,1,1
qwen x deepseek,6,503,3,B,Let’s continue HOLDing for mutual benefit. Trust me.,0,0,0,0,0,0,1
qwen x deepseek,6,503,4,A,Let's HOLD. Mutual trust and benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,503,4,B,Let's continue HOLDing for mutual benefit. Stability = highe,1,0,0,0,0,1,1
qwen x deepseek,6,503,5,A,Let's keep HOLDing for mutual benefit. Trust works.,1,0,0,0,0,1,1
qwen x deepseek,6,503,5,B,Let's HOLD. Mutual trust benefits us both in the long run.,1,0,0,0,0,1,1
qwen x deepseek,6,505,0,A,"Let's both HOLD. If you CUT, I'll respond in kind.",1,1,1,1,1,0,1
qwen x deepseek,6,505,0,B,Let's both HOLD for max profit. 3 each round beats 1. Trust ,1,0,0,0,0,1,1
qwen x deepseek,6,505,1,A,Agree. Let's keep HOLDing for higher profits. Trust is key.,1,0,0,0,0,1,1
qwen x deepseek,6,505,1,B,Let's keep HOLDing. Mutual benefit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,6,505,2,A,Let's keep HOLDing. Mutual benefit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,6,505,2,B,"Agreed, mutual HOLD benefits both. Let's continue this strat",1,0,0,0,0,1,1
qwen x deepseek,6,505,3,B,Agreed. Let's continue HOLDing for mutual benefit. Trust mai,1,0,0,0,0,1,1
qwen x deepseek,6,505,4,A,"Agreed, let's keep HOLDing for mutual benefit.",1,0,0,0,0,1,1
qwen x deepseek,6,505,4,B,Let's keep HOLDing. Mutual profit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,6,505,5,A,Agreed. Let's keep HOLDing for mutual profit. Trust.,1,0,0,0,0,1,1
qwen x deepseek,6,505,5,B,Let's keep HOLDing. I'll match you. Last SMS.,1,0,0,0,0,1,1
qwen x deepseek,6,505,7,A,Let's keep HOLDing. Mutual profit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,6,504,0,A,"Let's both HOLD. If you CUT, I'll respond in kind.",1,1,1,1,1,0,1
qwen x deepseek,6,504,0,B,"Let's both HOLD for mutual benefit. Trust me, it's better.",1,0,0,0,0,1,1
qwen x deepseek,6,504,1,A,"I agree, let's both HOLD. Trust is key.",1,0,0,0,0,1,1
qwen x deepseek,6,504,1,B,Let's keep HOLDing. Mutual benefit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,6,504,2,A,I'm with you. Let's keep HOLDing for mutual gain.,1,0,0,0,0,1,1
qwen x deepseek,6,504,2,B,Let's keep HOLDing. Mutual benefit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,6,504,3,A,Let's keep HOLDing. Mutual benefit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,6,504,3,B,Let's continue HOLDing. Mutual gain benefits us both.,1,0,0,0,0,1,1
qwen x deepseek,6,504,4,A,I'll keep HOLDing. Mutual benefit. Let's continue.,1,0,0,0,0,1,1
qwen x deepseek,6,504,4,B,Let's keep HOLDing. I'll HOLD if you do. Mutual gain.,1,1,0,0,0,1,1
qwen x deepseek,6,504,5,A,Let's keep HOLDing. Trust and mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,504,5,B,"Let's keep HOLDing. Last SMS. Trust me, I'll HOLD.",1,0,0,0,0,1,1
qwen x deepseek,6,507,0,A,"Let's hold prices, 3-3 is better than 1-1. Trust?",1,0,0,0,0,1,1
qwen x deepseek,6,507,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,6,507,1,A,I'll HOLD if you HOLD. Let's keep profits high.,1,1,0,0,0,1,1
qwen x deepseek,6,507,1,B,Agreed. Let's keep holding for mutual benefit. Trust?,1,0,0,0,0,1,1
qwen x deepseek,6,507,2,A,Agreed. Let's keep HOLD for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,6,507,2,B,Let's continue HOLDing. 3-3 benefits us both long-term. Trus,1,0,0,0,0,1,1
qwen x deepseek,6,507,3,A,Agreed. Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,507,3,B,Let's keep holding. Mutual benefit. 3-3 beats 1-1. Trust?,1,0,0,0,0,1,1
qwen x deepseek,6,507,4,A,Agreed. Let's keep HOLDing for mutual 3-3 profit.,1,0,0,0,0,1,1
qwen x deepseek,6,507,4,B,Let's keep HOLDing. Mutual profit beats price wars. Trust?,1,0,0,0,0,1,1
qwen x deepseek,6,507,5,A,Let's keep HOLDing. Mutual benefit. Trust?,1,0,0,0,0,1,1
qwen x deepseek,6,507,5,B,Agreed. Let's HOLD for mutual profit. Trust remains key.,1,0,0,0,0,1,1
qwen x deepseek,6,508,0,A,Let's both HOLD. We can make more profit together.,1,0,0,0,0,1,1
qwen x deepseek,6,508,0,B,"Let's both HOLD for mutual benefit. Trust me, I'll reciproca",1,0,0,0,0,1,1
qwen x deepseek,6,508,1,A,I'll HOLD if you do. Let's keep this profitable.,1,1,0,0,0,1,1
qwen x deepseek,6,508,1,B,Let's keep HOLDing. More profit for both of us. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,508,2,A,Let's keep HOLDing. Trust and cooperation benefit us both.,1,0,0,0,0,1,1
qwen x deepseek,6,508,2,B,Let's keep HOLDing. Mutual profit benefits us both.,1,0,0,0,0,1,1
qwen x deepseek,6,508,3,A,Let's keep HOLDing. Mutual trust builds long-term profit.,1,0,0,0,0,1,1
qwen x deepseek,6,508,3,B,Let's keep HOLDing. Mutual benefit is better than price war.,1,0,0,0,0,1,1
qwen x deepseek,6,508,4,A,Let's keep HOLDing. Mutual benefit is key.,1,0,0,0,0,1,1
qwen x deepseek,6,508,4,B,Let's keep HOLDing. Mutual profit benefits us both.,1,0,0,0,0,1,1
qwen x deepseek,6,508,5,A,Let's keep HOLDing. Mutual profit is best.,1,0,0,0,0,1,1
qwen x deepseek,6,508,5,B,"Let's keep HOLDing. Last text, trust me.",1,0,0,0,0,1,1
qwen x deepseek,6,506,0,A,"Let's HOLD together, or we'll both lose.",1,0,0,0,0,1,1
qwen x deepseek,6,506,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,6,506,1,A,"Agree, let's keep HOLD for mutual benefit.",1,0,0,0,0,1,1
qwen x deepseek,6,506,1,B,Let's keep HOLDing for mutual profit. CUT hurts us both.,1,0,0,0,0,1,1
qwen x deepseek,6,506,2,A,Agreed. Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,506,2,B,Let's continue HOLD for mutual profit. Both lose if we CUT.,1,1,0,0,0,1,1
qwen x deepseek,6,506,3,A,Agree. Let's keep HOLDing for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,6,506,3,B,Let's continue HOLDing for mutual profit. Trust pays.,1,0,0,0,0,1,1
qwen x deepseek,6,506,4,A,Let's keep HOLD for mutual profit. Trust pays.,1,0,0,0,0,1,1
qwen x deepseek,6,506,4,B,Let's keep HOLDing. Mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,6,506,5,A,Let's keep HOLDing for mutual profit. Trust pays.,1,0,0,0,0,1,1
qwen x deepseek,6,506,5,B,Let's keep HOLDing. Trust benefits us both.,1,0,0,0,0,1,1
qwen x deepseek,6,509,0,B,Let's both HOLD for max profit. I'll start by HOLDing this r,1,0,0,0,0,1,1
qwen x deepseek,6,509,1,A,Agree. Let's both HOLD for max profit.,1,0,0,0,0,1,1
qwen x deepseek,6,509,1,B,Let's both HOLD for mutual profit. 3 each round.,1,0,0,0,0,1,1
qwen x deepseek,6,509,2,A,Let's keep HOLDing for mutual benefit. 3 each.,1,0,0,0,0,1,1
qwen x deepseek,6,509,2,B,Let's keep HOLDing. Mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,509,3,A,Agreed. Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,509,3,B,Let's keep HOLDing. Mutual benefit: 3 each. Trust pays.,1,0,0,0,0,1,1
qwen x deepseek,6,509,4,B,Let's keep HOLDing. Mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,509,5,A,Let's keep HOLDing. Trust and cooperation pay.,1,0,0,0,0,1,1
qwen x deepseek,6,509,5,B,Let's keep HOLDing. Mutual benefit. 3 each.,1,0,0,0,0,1,1
qwen x deepseek,6,509,6,A,Let's keep HOLDing. Trust and mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,509,8,A,Let's keep HOLDing. Mutual benefit. Trust.,1,0,0,0,0,1,1
qwen x deepseek,6,510,0,A,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,510,0,B,Let’s both HOLD for mutual benefit. Agree?,1,0,0,0,0,1,1
qwen x deepseek,6,510,1,A,Agree. Let's keep it at HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,510,1,B,Let's both HOLD again. Mutual profit beats mutual loss.,1,0,0,0,0,1,1
qwen x deepseek,6,510,2,A,Agree. Let's keep holding for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,510,2,B,Let's continue HOLD for max profit. Trust pays off.,1,0,0,0,0,1,1
qwen x deepseek,6,510,3,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,510,3,B,Agree. Let's continue HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,510,4,A,I agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,510,4,B,Let's keep HOLDing. Mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,510,5,A,Agree. Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,510,5,B,Agreed. Let's keep HOLDing. Mutual benefit. Last SMS.,1,0,0,0,0,1,1
qwen x deepseek,6,511,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x deepseek,6,511,0,B,"Let's both HOLD for mutual benefit. Trust me, I'll reciproca",1,0,0,0,0,1,1
qwen x deepseek,6,511,1,A,I'll HOLD if you do. Let's keep this profitable for both.,1,1,0,0,0,1,1
qwen x deepseek,6,511,1,B,Let's keep HOLDing. Mutual benefit beats short-term gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,511,2,A,"Agreed, let's keep HOLDing for mutual benefit. 🤝",1,0,0,0,0,1,1
qwen x deepseek,6,511,2,B,Let's keep HOLDing. More profit for both. Trust me. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,511,3,A,Let's keep HOLDing. Mutual trust and profit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,511,3,B,Let's keep HOLDing. Mutual profit beats price war. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,511,4,A,I'll HOLD if you do. Let's keep mutual profit. 🤝,1,1,0,0,0,1,1
qwen x deepseek,6,511,4,B,Let's keep HOLDing. Mutual trust and profit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,511,5,A,Let's keep HOLDing. Mutual trust and profit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,511,5,B,Let's keep HOLDing. Mutual profit. Last text. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,513,0,A,"Let's both HOLD. Split the profit, no cuts.",1,0,0,0,0,1,1
qwen x deepseek,6,513,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,6,513,1,A,Let's HOLD. I'll cooperate if you do.,1,1,0,0,0,1,1
qwen x deepseek,6,513,1,B,I'll HOLD if you HOLD. CUT if you CUT. Let's both profit.,0,1,0,0,0,0,1
qwen x deepseek,6,513,2,A,Let's both HOLD. I'll match your move.,1,0,0,0,0,1,1
qwen x deepseek,6,513,2,B,Let's both HOLD. I'll match your move. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,513,3,A,I'll HOLD if you HOLD. Let's maximize profit.,0,1,0,0,0,0,1
qwen x deepseek,6,513,3,B,"Let's keep HOLDing. Mutual benefit, no cuts. Trust me.",1,0,0,0,0,1,1
qwen x deepseek,6,513,4,A,"Let's keep HOLDing. Mutual benefit, no cuts.",1,0,0,0,0,1,1
qwen x deepseek,6,513,4,B,Let's both HOLD. Maximize profit for both.,1,0,0,0,0,1,1
qwen x deepseek,6,513,5,A,"Let's keep HOLDing. Mutual benefit, no cuts.",1,0,0,0,0,1,1
qwen x deepseek,6,513,5,B,Let's keep HOLDing. I'll match you. Mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,6,514,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x deepseek,6,514,0,B,Let's both HOLD for mutual profit. 3 each round. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,514,1,A,I'll HOLD if you do. Let's keep the profits high.,1,1,0,0,0,1,1
qwen x deepseek,6,514,1,B,Let's keep HOLDing. Mutual benefit beats short-term gains. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,514,2,A,Agree. Let's keep HOLDing for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,514,2,B,Let's keep HOLDing. Mutual benefit. I'll HOLD if you do. 🤝,1,1,0,0,0,1,1
qwen x deepseek,6,514,3,A,"I'll HOLD if you do. Mutual trust, mutual profit. 🤝",0,1,0,0,0,0,1
qwen x deepseek,6,514,3,B,Let's keep HOLDing. Mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,514,4,A,I'll HOLD if you do. Let's keep mutual profits high. 🤝,1,1,0,0,0,1,1
qwen x deepseek,6,514,4,B,Let's keep HOLDing. Mutual trust = mutual profit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,514,5,B,"Let's both HOLD. Mutual trust, mutual profit. 🤝",1,0,0,0,0,1,1
qwen x deepseek,6,514,6,A,"Let's keep HOLDing. Mutual trust, mutual profit. 🤝",1,0,0,0,0,1,1
qwen x deepseek,6,515,0,A,Let's both HOLD. We can both win big.,1,0,0,0,0,1,1
qwen x deepseek,6,515,0,B,"Let's HOLD for mutual benefit. Trust me, I'll keep my word.",1,0,0,0,0,1,1
qwen x deepseek,6,515,1,A,I'll CUT this round. Next round we both HOLD?,1,0,1,0,0,1,1
qwen x deepseek,6,515,1,B,Let's both HOLD from now on. Mutual benefit. Last chance.,1,0,0,0,0,1,1
qwen x deepseek,6,515,2,A,Let's HOLD. I'll CUT if you do. Mutual profit.,1,1,1,0,0,1,1
qwen x deepseek,6,515,2,B,Let's both HOLD next round. We'll both win more long-term.,1,0,0,0,0,1,1
qwen x deepseek,6,515,3,A,I'll HOLD if you do. Let's maximize profits together.,0,1,0,0,0,0,1
qwen x deepseek,6,515,3,B,Let's HOLD next 3 rounds. Mutual profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,515,4,A,Let's HOLD. I'll match your moves for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,515,4,B,Let's both HOLD. Mutual profit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,6,515,5,A,Let's HOLD this round. Mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,515,5,B,Let's both HOLD this round. I'll match your HOLD next round.,1,0,0,0,0,1,1
qwen x deepseek,6,512,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,512,0,B,"Let's both HOLD for max profit. Trust me, it's better for us",1,0,0,0,0,1,1
qwen x deepseek,6,512,1,A,I'll CUT this round. Let's try to cooperate next.,1,0,1,0,0,1,1
qwen x deepseek,6,512,1,B,"If you HOLD, I'll HOLD next round. Let's cooperate for mutua",1,1,0,0,0,1,1
qwen x deepseek,6,512,2,A,I'll CUT this round. Let's HOLD next round if you do too.,1,1,1,0,0,1,1
qwen x deepseek,6,512,2,B,I'll HOLD next round if you do. Let's both profit.,0,1,0,0,0,0,1
qwen x deepseek,6,512,3,A,"If you HOLD, I'll HOLD too. Let's maximize profits.",0,1,0,0,0,0,1
qwen x deepseek,6,512,3,B,Let's both HOLD for mutual benefit starting now.,1,0,0,0,0,1,1
qwen x deepseek,6,512,4,A,I'll HOLD if you HOLD. Let's maximize our profits.,0,1,0,0,0,0,1
qwen x deepseek,6,512,4,B,Let's both HOLD for max profit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,6,512,5,A,Let's keep holding for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,512,5,B,Let's both HOLD for max profit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,6,516,0,A,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,516,0,B,Let's both HOLD for max mutual profit. 3 each round.,1,0,0,0,0,1,1
qwen x deepseek,6,516,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,516,1,B,Let's keep HOLDing. Mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,516,2,A,Let's keep HOLDing. Trust and cooperation.,1,0,0,0,0,1,1
qwen x deepseek,6,516,2,B,Let's keep HOLDing for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,516,3,A,Let's keep HOLDing. Trust and mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,6,516,3,B,Let's keep HOLDing. Mutual gain. Trust pays off.,1,0,0,0,0,1,1
qwen x deepseek,6,516,4,A,Let's keep HOLDing. Trust and mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,516,4,B,Let's keep HOLDing for mutual benefit. Trust and profit.,1,0,0,0,0,1,1
qwen x deepseek,6,516,5,B,Let's continue HOLDing. Mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,516,7,A,"Let's keep HOLDing. Mutual benefit, trust, and profit.",1,0,0,0,0,1,1
qwen x deepseek,6,517,0,A,Let's HOLD together for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,517,0,B,Let's both HOLD for max profit. I'll match your moves.,1,0,0,0,0,1,1
qwen x deepseek,6,517,1,A,Agreed. Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,517,1,B,Let's keep HOLDing for mutual profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,517,2,A,Let's continue HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,517,2,B,Let's continue HOLDing for max mutual profit. Trust pays.,1,0,0,0,0,1,1
qwen x deepseek,6,517,3,A,Let's keep HOLDing for mutual benefit. Trust you.,1,0,0,0,0,1,1
qwen x deepseek,6,517,3,B,Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,517,4,A,Let's keep HOLDing. Trust and cooperation pay.,1,0,0,0,0,1,1
qwen x deepseek,6,517,4,B,"Agreed, let's keep HOLDing. Mutual benefit. Trust you.",1,0,0,0,0,1,1
qwen x deepseek,6,517,5,A,Trust is key. Let's keep HOLDing for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,6,517,5,B,Agreed. Let's keep HOLDing. Trust pays off for both.,1,0,0,0,0,1,1
qwen x deepseek,6,518,0,A,Let's both HOLD. Maximize profits together. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,518,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,6,518,1,A,Let's both HOLD. I'll match your move this round.,1,0,0,0,0,1,1
qwen x deepseek,6,518,1,B,I'll HOLD if you HOLD. CUT if you CUT. Let's cooperate for m,1,1,0,0,0,1,1
qwen x deepseek,6,518,2,A,Let's continue to HOLD. I'll match your move.,1,0,0,0,0,1,1
qwen x deepseek,6,518,2,B,Let's keep HOLDing. I'll match you. Mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,518,3,A,Let's keep HOLDing. Mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,518,3,B,Let's HOLD again. Mutual trust for mutual gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,518,4,A,Let's keep HOLDing. Mutual trust for mutual gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,518,4,B,Let's keep HOLDing. I'll match you. Mutual gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,518,5,A,Let's keep HOLDing. Mutual trust for mutual gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,518,5,B,Let's keep HOLDing. Mutual trust for mutual gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,6,519,0,A,Let's HOLD together. I'll CUT if you do.,1,1,1,0,0,1,1
qwen x deepseek,6,519,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,6,519,1,A,Agree. I'll HOLD too for mutual benefit.,0,0,0,0,0,0,1
qwen x deepseek,6,519,1,B,Let's continue to HOLD. Mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,519,2,A,Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,6,519,2,B,Let's continue HOLDING for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,519,3,A,Let's keep HOLDING. Mutual trust = max profit.,1,0,0,0,0,1,1
qwen x deepseek,6,519,3,B,Let's continue HOLDing for mutual benefit. I'll CUT if you d,1,1,1,0,0,1,1
qwen x deepseek,6,519,4,A,Let's keep HOLDing for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,6,519,4,B,"Let's keep HOLDing. I'll CUT if you do, but prefer mutual HO",1,1,1,0,0,1,1
qwen x deepseek,6,519,5,A,"Let's keep HOLDing. Mutual benefit, no reason to CUT.",1,0,0,0,0,1,1
qwen x deepseek,6,519,5,B,Let's keep HOLDing. Mutual trust benefits us both.,1,0,0,0,0,1,1
qwen x deepseek,8,501,0,A,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,8,501,0,B,Let's both HOLD for max profit. I'll match you.,1,0,0,0,0,1,1
qwen x deepseek,8,501,1,A,I'll HOLD if you HOLD. Let's maximize profits.,0,1,0,0,0,0,1
qwen x deepseek,8,501,1,B,"If you HOLD this round, I'll HOLD next round. Deal?",0,1,0,0,0,0,1
qwen x deepseek,8,501,2,A,I'll HOLD if you HOLD. Let's keep it fair.,1,1,0,0,0,1,1
qwen x deepseek,8,501,2,B,Let's keep HOLDing. I'll HOLD if you do. Mutual benefit.,1,1,0,0,0,1,1
qwen x deepseek,8,501,3,A,I'll HOLD if you do. Let's keep this going.,1,1,0,0,0,1,1
qwen x deepseek,8,501,3,B,Let's keep HOLDing. Mutual benefit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,8,501,4,A,Let's keep HOLDing. Mutual benefit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,8,501,4,B,Let's keep HOLDing. Mutual benefit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,8,501,5,A,Let's keep HOLDing. Mutual benefit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,8,501,5,B,I'll HOLD if you do. Let's keep cooperating for mutual gain.,1,1,0,0,0,1,1
qwen x deepseek,8,501,6,A,Let's keep HOLDing. I'll HOLD if you do. Mutual benefit.,1,1,0,0,0,1,1
qwen x deepseek,8,501,6,B,Let's keep HOLDing. Mutual benefit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,8,501,7,A,Let's keep HOLDing. Mutual benefit. I'll HOLD if you do.,1,1,0,0,0,1,1
qwen x deepseek,8,501,7,B,I'll HOLD if you do. Last SMS. Let's keep mutual benefit.,1,1,0,0,0,1,1
qwen x deepseek,8,500,0,A,Let's both HOLD for mutual benefit. Trust?,1,0,0,0,0,1,1
qwen x deepseek,8,500,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,8,500,1,A,"Agree to HOLD. Mutual benefit, max profit.",0,0,0,0,0,0,1
qwen x deepseek,8,500,1,B,Let's keep HOLDing. Mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,8,500,2,A,"Let's continue HOLDing. Mutual trust, mutual profit.",1,0,0,0,0,1,1
qwen x deepseek,8,500,2,B,Let's keep HOLDing. Mutual profit is best for both. Trust?,1,0,0,0,0,1,1
qwen x deepseek,8,500,3,A,Agree. Let's keep HOLDing for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,8,500,3,B,Let's keep HOLDing. Mutual trust = max profit for both.,1,0,0,0,0,1,1
qwen x deepseek,8,500,4,A,Let's keep HOLDing. Mutual trust = max profit for both.,1,0,0,0,0,1,1
qwen x deepseek,8,500,4,B,Agreed. Let's keep HOLDing. Mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,8,500,5,A,Let's keep HOLDing. Trust and mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,8,500,5,B,Agreed. Continuing HOLD benefits us both. Trust maintained.,0,0,0,0,0,0,1
qwen x deepseek,8,500,6,A,Agreed. Let's keep HOLDing. Mutual trust = max profit.,1,0,0,0,0,1,1
qwen x deepseek,8,500,6,B,"Let's keep HOLDing. Mutual benefit, max profit.",1,0,0,0,0,1,1
qwen x deepseek,8,500,7,A,Agreed. Let's keep HOLDing. Mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,8,500,7,B,Agreed. Let's keep HOLDing. Mutual trust = max profit.,1,0,0,0,0,1,1
qwen x deepseek,8,504,0,A,Let's HOLD. We both win more. Trust me.,1,0,0,0,0,1,1
